description,Maker_Model
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Sedan,Chrysler 300",Chrysler 300
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Chrysler 300",Chrysler 300
"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Sedan,Chrysler 300",Chrysler 300
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Sedan,Chrysler 300",Chrysler 300
"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Sedan,Chrysler 300",Chrysler 300
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,Chrysler 300M",Chrysler 300M
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Hatchback,Performance,Compact,2dr Hatchback,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,Nissan 300ZX",Nissan 300ZX
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Mazda 323",Mazda 323
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Mazda 323",Mazda 323
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Mazda 323",Mazda 323
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Mazda 323",Mazda 323
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,Mazda 323",Mazda 323
"diesel,AUTOMATIC,rear wheel drive,Diesel,Luxury,Large,Sedan,Mercedes-Benz 350-Class",Mercedes-Benz 350-Class
"diesel,AUTOMATIC,rear wheel drive,Diesel,Luxury,Large,Sedan,Mercedes-Benz 350-Class",Mercedes-Benz 350-Class
"diesel,AUTOMATIC,rear wheel drive,Diesel,Luxury,Large,Sedan,Mercedes-Benz 350-Class",Mercedes-Benz 350-Class
"diesel,AUTOMATIC,rear wheel drive,Diesel,Luxury,Large,Sedan,Mercedes-Benz 350-Class",Mercedes-Benz 350-Class
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z",Nissan 350Z
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,Factory Tuner,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360",Ferrari 360
"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360",Ferrari 360
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z",Nissan 370Z
"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Performance,Midsize,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Mazda 3",Mazda 3
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3",Mazda 3
"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Mazda 3",Mazda 3
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Midsize,Sedan,BMW 4 Series Gran Coupe",BMW 4 Series Gran Coupe
